広告ID,広告名,広告セット名,キャンペーン名,訴求名,登録経路,インプレッション,クリック,消費額,TikTok CV,スプレッドシートCV数,フロント販売本数,CPM,CTR(%),CVR(%),CPA,フロントCPO
"1852739842132993","TT_Claudeが重要_23mMogYr.mp4","251229　ノンタゲ","251229/AI/Claudeが重要/LP1-CR00738","AI","",6379,64,8299.00,4,0,0,1300.99,1.0033,0.0000,0,0
"1849871090652289","【11月特典】１年後悔","広告セット ","【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141","AI","",10325,32,8294.00,1,0,0,803.29,0.3099,0.0000,0,0
"1850582111932722","画像カルーセル 1","広告セット 20251203093551","251203/SNS/スマ/本業だけの末路/LP1-CR00588","SNS","",890170,19055,8261.00,1,0,0,9.28,2.1406,0.0000,0,0
"1851225257846978","【TikTok】林社長⑤→AI学ぶな_CA1hq7YV.mp4","林社長","251211/清水絢吾/著名人冒頭/コピーテスト/LP2-CR00142-161","AI","",6406,290,8182.00,0,0,0,1277.24,4.5270,0.0000,0,0
"1849903550034993","マーケ足りてない_冒頭7-リール100本_SNS_fskEDOdx.mp4","広告セット 20250902064213","251024/セン/SNSまとめ(勝)/LP2-CR00033","SNS","",7619,36,8174.00,2,0,0,1072.84,0.4725,0.0000,0,0
"1850961228569905","TikTok冒頭④まちがっている_セミナー_dblDu6Hz.mp4","権威4","251208/清水絢吾/新ダイジェスト/権威/LP2-CR000134-141","Unknown","",8185,89,8162.00,0,0,0,997.19,1.0874,0.0000,0,0
"1850045074309138","Meta【クリーン化】1年後悔_phJxwA7i.mp4","広告セット 20251108104919","251128 AI スマ AIまとめ(二極化 1年後悔)  LP2-CR00138","AI","",14716,48,8116.00,1,0,0,551.51,0.3262,0.0000,0,0
"1852093455793218","DGM変更_本質足りていない②","168","251221/清水絢吾/本質足りていない/LP2-CR00167-170","Unknown","",19505,70,8064.00,1,0,0,413.43,0.3589,0.0000,0,0
"1850045074310162","TT_17(冒頭②_権威製1_オファーあり_社会証明あり_CTA別あり)_vQcRXT2A.mp4","広告セット 20251108104919","251128 AI スマ AIまとめ(二極化 1年後悔)  LP2-CR00138","AI","",6904,12,8044.00,0,0,0,1165.12,0.1738,0.0000,0,0
"1851383533372690","箕輪 さん切り抜きTiktTok⑤【AI訴求】これ間違いです_J5gYAGrK.mp4","715 ","251213/清水絢吾/著名人/LP1-CR00708-715","AI","",14028,44,8026.00,3,0,0,572.14,0.3137,0.0000,0,0
"1852093455780898","DGM変更_本質足りていない①","169","251221/清水絢吾/本質足りていない/LP2-CR00167-170","Unknown","",6024,19,8021.00,0,0,0,1331.51,0.3154,0.0000,0,0
"1852093481375761","DGM変更_本質足りていない①","167","251221/清水絢吾/本質足りていない/LP2-CR00167-170","Unknown","",4561,13,8010.00,1,0,0,1756.19,0.2850,0.0000,0,0
"1851219357506690","【11月特典】二極化 副業会社員","広告セット 20251108104919","251211 AI スマ AIまとめ(ガチャ_ピクセル1)  LP1-CR00698","AI","",8332,32,7736.00,1,0,0,928.47,0.3841,0.0000,0,0
"1852095040396290","セミナー開催決定 ver2_冒頭3_TT_RNMmybgZ.mp4","173","251221/清水絢吾/開催決定ver2/LP2-CR00171-180","Unknown","",3233,16,7728.00,1,0,0,2390.35,0.4949,0.0000,0,0
"1851140923619410","【11月特典】ぼやき回答","1211＿複製","【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141","AI","",22572,66,7706.00,2,0,0,341.40,0.2924,0.0000,0,0
"1851383549425698","【TikTok】林社長①→AI学ぶな_fSzDLaUH.mp4","708","251213/清水絢吾/著名人/LP1-CR00708-715","AI","",34421,147,7696.00,1,0,0,223.58,0.4271,0.0000,0,0
"1852092242986050","TT_冒頭1_セミナー編_マジで意味ないです_H9SRyhGV.mp4","164","251221/清水絢吾/意味ないです//LP2-CR00164-166","Unknown","",13488,54,7689.00,0,0,0,570.06,0.4004,0.0000,0,0
"1849871269953793","TikTok冒頭③これ間違いです_MPLGe4Xa.mp4","広告セット 20251108104919","251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646","AI","",5279,12,7685.00,3,0,0,1455.77,0.2273,0.0000,0,0
"1849871209052386","箕輪 さん切り抜きTiktTok③【AI訴求】これ間違いです_jSIxB7cq.mp4","広告セット ","11/16 AI スマ AIまとめ(ガチャ)  LP2-CR00071","AI","",7773,34,7660.00,0,0,0,985.46,0.4374,0.0000,0,0
"1851383544039441","箕輪 さん切り抜きTiktTok⑤【AI訴求】これ間違いです_J5gYAGrK.mp4","713","251213/清水絢吾/著名人/LP1-CR00708-715","AI","",5006,20,7651.00,1,0,0,1528.37,0.3995,0.0000,0,0
"1851365732158466","Meta_セミナー_冒頭5_二極化_強化_KYbLqwO7.mp4","156","251213/清水絢吾/二極化 セミナー/冒頭1/LP2-CR00152-157","Unknown","",4019,35,7574.00,9,0,0,1884.55,0.8709,0.0000,0,0
"1849903768299810","【TikTok】林社長①→AI学ぶな.mp4","251126　ノンタゲ","251126/AI/林社長→AI学ぶな/LP1-CR00665～CR00666","AI","",6183,22,7478.00,0,0,0,1209.45,0.3558,0.0000,0,0
"1851650547937330","【TikTok】林社長⑧→AI学ぶな_IZcva72u.mp4","スマプラ","251216/清水絢吾/スマプラ/著名人コピー違い/LP1-CR00718","AI","",4500,15,7467.00,0,0,0,1659.33,0.3333,0.0000,0,0
"1852092233586721","TT_冒頭3_セミナー編_マジで意味ないです_9QzqfMe7.mp4","166","251221/清水絢吾/意味ないです//LP2-CR00164-166","Unknown","",7843,20,7355.00,1,0,0,937.78,0.2550,0.0000,0,0
"1851474545259682","＃納品_箕輪さん冒頭⑤_TT_75mlDnb6.mp4-Music_Refresh-0-1_1762927335","1個のスマプラをコピー","251214/清水絢吾/スマプラ/セミナーガチャ/LP2-CR00158","Unknown","",110660,278,7321.00,1,0,0,66.16,0.2512,0.0000,0,0
"1849871528577026","TT冒頭1ver_1_RWQBy0mp.mp4","広告セット ","【1126_複製】010/03 AI スマ AIまとめ(1004休日強化)  LP2-CR00022","AI","",4579,32,7314.00,1,0,0,1597.29,0.6988,0.0000,0,0
"1849903445004514","社長社長.mp4","広告セット 20250902064213","251115/セン/SNSまとめ(ガチャ)/LP2-CR00036","SNS","",5866,25,7284.00,1,0,0,1241.73,0.4262,0.0000,0,0
"1851140923617458","【11月特典】林社長 問題ないです ChatGPT","1211＿複製","【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141","AI","",39262,169,7227.00,3,0,0,184.07,0.4304,0.0000,0,0
"1851225259510801","【TikTok】林社長⑦→AI学ぶな_ODU3WIdi.mp4","林社長","251211/清水絢吾/著名人冒頭/コピーテスト/LP2-CR00142-161","AI","",6001,40,7118.00,0,0,0,1186.14,0.6666,0.0000,0,0
"1851741238076417","【TikTok】箕輪 さん⑤→AI学ぶな_gAhTK1qd.mp4","箕輪さん/コピー5/LP2-CR00171","251217/清水絢吾/箕輪さん/コピー5/LP2-CR00171-173","AI","",21602,335,7102.00,0,0,0,328.77,1.5508,0.0000,0,0
"1851390583113793","Meta※CTA変更【クリーン化】1年後悔_Cpmwcr2t.mp4","716","251213/清水絢吾/1年後悔/通常_CTA/LP1-CR00716-717","AI","",8303,41,7101.00,0,0,0,855.23,0.4938,0.0000,0,0
"1851141677828098","Meta※CTA変更奇行ver【クリーン化】1年後悔_1_dfcjrLU4.mp4","スマプラ","251211/清水絢吾/スマプラ/AIガチャ/LP2-CR000141","AI","",4710,306,7101.00,2,0,0,1507.64,6.4968,0.0000,0,0
"1851650547935250","【TikTok】箕輪 さん④→AI学ぶな_OrmTBfMn.mp4","スマプラ","251216/清水絢吾/スマプラ/著名人コピー違い/LP1-CR00718","AI","",23731,95,7086.00,4,0,0,298.60,0.4003,0.0000,0,0
"1851236065646673","台本３-tiktok_EftG60b2.mp4-Music_Refresh-0-1_1762923674","コピー4","251212/清水絢吾/おい会社員(クリーン)/LP2-CR00145-151","Unknown","",4789,23,7085.00,2,0,0,1479.43,0.4803,0.0000,0,0
"1850259613343777","TT_冒頭1_配達員.mp4","251201　ノンタゲ","251201/AI/配達員/LP1-CR00675～CR000678","AI","",7881,20,7042.00,0,0,0,893.54,0.2538,0.0000,0,0
"1850948287260674","【TikTok】冒頭⑥→セミナー-_OreQSlga.mp4","権威6","251208/清水絢吾/新ダイジェスト/権威/LP2-CR000134-141","Unknown","",4157,28,7005.00,5,0,0,1685.11,0.6736,0.0000,0,0
"1851226799681618","TikTok③おい会社員（クリーン）_s1ygIzFC.mp4","コピー3","251212/清水絢吾/おい会社員(クリーン)/LP2-CR00145-151","Unknown","",2762,19,6867.00,1,0,0,2486.24,0.6879,0.0000,0,0
"1851741227141169","【TikTok】林社長③→AI学ぶな_vRC3LTcF.mp4","林社長/コピー3/LP2-CR00173","251217/清水絢吾/箕輪さん/コピー5/LP2-CR00171-173","AI","",8743,456,6853.00,2,0,0,783.83,5.2156,0.0000,0,0
"1851650547937282","【TikTok】ホリエモン③AI学ぶな_2IUsTGtf.mp4","スマプラ","251216/清水絢吾/スマプラ/著名人コピー違い/LP1-CR00718","AI","",28944,122,6830.00,1,0,0,235.97,0.4215,0.0000,0,0
"1850045074310146","TT_25(冒頭②_権威製2_オファーあり_社会証明あり_CTA別あり)_GwxLb7FI.mp4","広告セット 20251108104919","251128 AI スマ AIまとめ(二極化 1年後悔)  LP2-CR00138","AI","",4659,19,6772.00,0,0,0,1453.53,0.4078,0.0000,0,0
"1851365740160305","Meta_セミナー_冒頭4_二極化_強化_zdTBqSjA.mp4","155","251213/清水絢吾/二極化 セミナー/冒頭1/LP2-CR00152-157","Unknown","",5007,31,6748.00,4,0,0,1347.71,0.6191,0.0000,0,0
"1851218337580033","【TikTok5】林社長→ホリエモンさん→箕輪さん→AI学ぶな_YFzxUWPB.mp4","広告セット 20251108104919","251211 AI スマ AIまとめ(著名人)  LP1-CR00696","AI","",20267,81,6714.00,4,0,0,331.28,0.3997,0.0000,0,0
"1851225247183874","【TikTok】林社長④→AI学ぶな_K1CMU5oe.mp4","林社長","251211/清水絢吾/著名人冒頭/コピーテスト/LP2-CR00142-161","AI","",5607,111,6700.00,2,0,0,1194.93,1.9797,0.0000,0,0
"1850922659369186","【TikTok6】林社長→箕輪さん→ホリエモンさん→AI学ぶな_zJbvdSZr.mp4","著名人冒頭まとめ","251208 AI スマ AIまとめ(著名人 冒頭連続)  LP2-CR000140","AI","",11332,30,6689.00,4,0,0,590.28,0.2647,0.0000,0,0
"1851741233695297","【TikTok】箕輪 さん⑥→AI学ぶな_ytZciGTn.mp4","箕輪さん/コピー6/LP2-CR00172","251217/清水絢吾/箕輪さん/コピー5/LP2-CR00171-173","AI","",6621,233,6675.00,0,0,0,1008.16,3.5191,0.0000,0,0
"1850948291737602","【TikTok】冒頭⑤→セミナー_wkCzSB6O.mp4","権威5","251208/清水絢吾/新ダイジェスト/権威/LP2-CR000134-141","Unknown","",11538,615,6471.00,2,0,0,560.84,5.3302,0.0000,0,0
"1849903550030961","アルゴリズム破壊ver2 TT5_98trTqlK.mp4","広告セット 20250902064213","251024/セン/SNSまとめ(勝)/LP2-CR00033","SNS","",7199,52,6453.00,1,0,0,896.37,0.7223,0.0000,0,0
"1849903550033985","アルゴリズム破壊ver2 TT2_xTCYAzJV.mp4","広告セット 20250902064213","251024/セン/SNSまとめ(勝)/LP2-CR00033","SNS","",5689,45,6349.00,2,0,0,1116.01,0.7910,0.0000,0,0
"1849903445006514","250904/清水絢吾/はいそこまで_期待醸成/炎/-","広告セット 20250902064213","251115/セン/SNSまとめ(ガチャ)/LP2-CR00036","SNS","TikTok広告-SNS--",6630,30,6342.00,1,0,0,956.56,0.4525,0.0000,0,0
"1851686873564258","ホリエモン冒頭③×ダイジェスト","冒頭③","251216/清水絢吾/これ間違いです/ホリエモン１/LP2-CR00162 163","Unknown","",3400,19,6322.00,0,0,0,1859.41,0.5588,0.0000,0,0
"1851474545264690","セミナー開催決定 ver2_冒頭1_TT_c6r0sSPh.mp4","1個のスマプラをコピー","251214/清水絢吾/スマプラ/セミナーガチャ/LP2-CR00158","Unknown","",18603,55,6252.00,0,0,0,336.07,0.2957,0.0000,0,0
"1851648698018865","250905/清水絢吾/みんなで問題ないです/パンプキン/-","スマプラ","251216/清水絢吾/スマプラ/SNSガチャ/LP1-CR00594","SNS","TikTok広告-SNS--",6492,31,6165.00,3,0,0,949.63,0.4775,0.0000,0,0
"1849903550034945","全部やめました_冒頭19-ジャンル選定&テンプレ投稿&AI丸投げ__6Bq3Zg51.mp4","広告セット 20250902064213","251024/セン/SNSまとめ(勝)/LP2-CR00033","SNS","",7231,43,6127.00,0,0,0,847.32,0.5947,0.0000,0,0
"1849871142031585","250902/在中悠也/AIの法則/ループ1秒","広告セット 20251108104919","251121 AI スマ AIまとめ(ガチャ_ピクセル1)  LP1-CR00661","AI","TikTok広告-AI-ループ1秒",7988,15,5972.00,0,0,0,747.62,0.1878,0.0000,0,0
"1851383536683297","箕輪 さん切り抜きTiktTok③【AI訴求】これ間違いです_FgOZmkS4.mp4","714","251213/清水絢吾/著名人/LP1-CR00708-715","AI","",10484,38,5895.00,0,0,0,562.29,0.3625,0.0000,0,0
"1850678027568129","【TikTok】冒頭②週末副業_wgmfCjhE.mp4","週末副業/LP1-CR00682","251205/清水絢吾/週末副業/LP1-CR00681-682","AI","",6576,33,5808.00,0,0,0,883.21,0.5018,0.0000,0,0
"1851649168291089","問題ないです_フォロワー100人_withヴァンビさん_TikTok_h6GVduMA.mp4","スマプラ","251216/清水絢吾/スマプラ/SNSガチャ/LP2-CR00045","SNS","",13064,55,5738.00,4,0,0,439.22,0.4210,0.0000,0,0
"1851649168292273","アルゴリズム破壊ver2 TT4_H0WMB2sp.mp4","スマプラ","251216/清水絢吾/スマプラ/SNSガチャ/LP2-CR00045","SNS","",16056,68,5691.00,0,0,0,354.45,0.4235,0.0000,0,0
"1851762509026337","①【TikTok】箕輪 さん⑤→AI学ぶな_PNy3mJkW.mp4","LP2-CR00179","251217/清水絢吾/箕輪さん/冒頭①_コピー4/LP2-CR00178-183","AI","",5552,233,5593.00,1,0,0,1007.38,4.1967,0.0000,0,0
"1851648698021969","＃納品_はいそこまで_欲求刺激_TT_9D3KizG4.mp4","スマプラ","251216/清水絢吾/スマプラ/SNSガチャ/LP1-CR00594","SNS","",5924,26,5578.00,0,0,0,941.59,0.4389,0.0000,0,0
"1851225272462449","【TikTok】箕輪 さん③→AI学ぶな_VyGg9C8I.mp4","箕輪さん","251211/清水絢吾/著名人冒頭/コピーテスト/LP2-CR00142-161","AI","",5319,439,5570.00,0,0,0,1047.19,8.2534,0.0000,0,0
"1849871354575954","セミナー編 TT BGM_yndTteUC.mp4-Music_Refresh-0-3_1762910132","広告セット 20250911021302","1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー","Unknown","",4532,22,5559.00,1,0,0,1226.61,0.4854,0.0000,0,0
"1850807134361810","【TikTok】ヒカルさん→AI学ぶな.mp4","251207 ノンタゲ","251207/AI/ヒカルさんCR/LP1-CR00686","AI","",11201,29,5461.00,0,0,0,487.55,0.2589,0.0000,0,0
"1851456189185138","【TikTok】AI学ぶな通常ver_l5ryZw9D.mp4","通常","251214/清水絢吾/AI学ぶな/LP2-CR00167 168","AI","",5848,346,5461.00,2,0,0,933.82,5.9166,0.0000,0,0
"1851762478039137","②【TikTok】箕輪 さん⑥→AI学ぶな_vmKTFcqs.mp4","LP2-CR00183","251217/清水絢吾/箕輪さん/冒頭①_コピー4/LP2-CR00178-183","AI","",5749,258,5413.00,0,0,0,941.56,4.4877,0.0000,0,0
"1851140923617426","【11月特典】１年後悔","1211＿複製","【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141","AI","",7488,26,5326.00,3,0,0,711.27,0.3472,0.0000,0,0
"1851762499529970","①【TikTok】箕輪 さん⑥→AI学ぶな_7mak1nFI.mp4","LP2-CR00180","251217/清水絢吾/箕輪さん/冒頭①_コピー4/LP2-CR00178-183","AI","",5684,143,5296.00,2,0,0,931.74,2.5158,0.0000,0,0
"1851649168291105","問題ないです_リールなし_withヴァンビさん_TikTok_pALCmcyR.mp4","スマプラ","251216/清水絢吾/スマプラ/SNSガチャ/LP2-CR00045","SNS","",14884,61,5229.00,1,0,0,351.32,0.4098,0.0000,0,0
"1851225259517057","【TikTok】林社長⑧→AI学ぶな_HEBtGayP.mp4","林社長","251211/清水絢吾/著名人冒頭/コピーテスト/LP2-CR00142-161","AI","",5571,45,5219.00,0,0,0,936.82,0.8078,0.0000,0,0
"1849871209047330","TikTok冒頭④これ間違いです_jORc8WU4.mp4","広告セット ","11/16 AI スマ AIまとめ(ガチャ)  LP2-CR00071","AI","",9076,41,5169.00,1,0,0,569.52,0.4517,0.0000,0,0
"1849922642482225","【TikTok】ヒカルさん→林社長A_LwsCYroq.mp4","広告セット ","251127 AI スマ AIまとめ(ヒカル)  LP2-CR00132","AI","",3292,7,5080.00,0,0,0,1543.13,0.2126,0.0000,0,0
"1851236073043410","台本３-tiktok_EftG60b2.mp4-Music_Refresh-0-1_1762923674","コピー3","251212/清水絢吾/おい会社員(クリーン)/LP2-CR00145-151","Unknown","",3046,13,5078.00,0,0,0,1667.10,0.4268,0.0000,0,0
"1850037802852386","【TikTok】林社長①→AI学ぶな_x2QvVTst.mp4","広告セット 20251108104919","251128 AI スマ AIまとめ(著名人)  LP1-CR00673","AI","",3387,15,5073.00,0,0,0,1497.79,0.4429,0.0000,0,0
"1851140923616338","箕輪 さん切り抜きTiktTok⑥【AI訴求】これ間違いです_kq6heKXc.mp4","1211＿複製","【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141","AI","",10112,44,5070.00,0,0,0,501.38,0.4351,0.0000,0,0
"1851474545263730","＃納品_箕輪さん冒頭⑤_TT_75mlDnb6.mp4","1個のスマプラをコピー","251214/清水絢吾/スマプラ/セミナーガチャ/LP2-CR00158","Unknown","",16441,42,5065.00,2,0,0,308.07,0.2555,0.0000,0,0
"1850740074861569","TikTok冒頭①これ間違いです_nalLNMdG.mp4","251206 複製","251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646","AI","",4670,16,5035.00,0,0,0,1078.16,0.3426,0.0000,0,0
"1849937332997266","【TikTok1】ホリエモンさん→箕輪さん→林社長→AI学ぶな_TqQo1bS3.mp4","①②③","251126 AI スマ 著名人 冒頭連続  LP2-CR000123-131","AI","",4322,14,4958.00,0,0,0,1147.15,0.3239,0.0000,0,0
"1850581384233378","②TT_【冒頭】問題ないです_エイリアン(SNS)_NDU3s6iM.mp4","広告セット 20250902064213","251204/セン/SNSまとめ(ガチャ2)/LP2-CR00044","SNS","",8334,41,4932.00,1,0,0,591.79,0.4920,0.0000,0,0
"1850739532109938","箕輪 さん切り抜きTiktTok③【AI訴求】これ間違いです_FgOZmkS4.mp4","251206 複製","1個の251108 AI スマ AIまとめ(箕輪＆3兆円_ピクセル1)  LP1-CR00647をコピー","AI","",19235,72,4914.00,0,0,0,255.47,0.3743,0.0000,0,0
"1850740074861585","TikTok冒頭④これ間違いです_pKxOlLk4.mp4","251206 複製","251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646","AI","",4639,18,4906.00,0,0,0,1057.56,0.3880,0.0000,0,0
"1851649168292225","TT_学校みんなで 問題ないです_フォロワー100人_cXI4i7to.mp4","スマプラ","251216/清水絢吾/スマプラ/SNSガチャ/LP2-CR00045","SNS","",17922,83,4906.00,2,0,0,273.74,0.4631,0.0000,0,0
"1851739256150449","【11月特典】林社長 問題ないです ChatGPT","1211＿複製","【複製_1217】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00170","AI","",15042,57,4745.00,0,0,0,315.45,0.3789,0.0000,0,0
"1851649168288817","問題ないです 林社長ver リール投稿_1_Dgd4QkMt.mp4","スマプラ","251216/清水絢吾/スマプラ/SNSガチャ/LP2-CR00045","SNS","",14625,62,4666.00,2,0,0,319.04,0.4239,0.0000,0,0
"1851739256153185","【TikTok】冒頭②_V2OPzfsy.mp4","1211＿複製","【複製_1217】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00170","AI","",6311,19,4641.00,1,0,0,735.38,0.3011,0.0000,0,0
"1849903550031937","アルゴリズム破壊ver2 TT6_1Atw3D5f.mp4","広告セット 20250902064213","251024/セン/SNSまとめ(勝)/LP2-CR00033","SNS","",5509,30,4574.00,2,0,0,830.28,0.5446,0.0000,0,0
"1849871354574866","＃納品_箕輪さん冒頭⑤_TT_75mlDnb6.mp4","広告セット 20250911021302","1個の1個の【複製_1110】251019/セミ/スマ/セミまとめ(開催決定まとめ)/LP1-CR00013をコピーをコピーをコピーをコピーをコピー","Unknown","",3366,18,4560.00,5,0,0,1354.72,0.5348,0.0000,0,0
"1850961235906674","TikTok冒頭④まちがっている_セミナー_dblDu6Hz.mp4","権威6","251208/清水絢吾/新ダイジェスト/権威/LP2-CR000134-141","Unknown","",3326,25,4514.00,3,0,0,1357.19,0.7517,0.0000,0,0
"1850956423166578","AI-generated Video 632cb770","権威6","251208/清水絢吾/新ダイジェスト/権威/LP2-CR000134-141","Unknown","",61413,220,4389.00,1,0,0,71.47,0.3582,0.0000,0,0
"1849871090652321","【11月特典】林社長 問題ないです ChatGPT","広告セット ","【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141","AI","",6164,20,4293.00,0,0,0,696.46,0.3245,0.0000,0,0
"1851650547934306","【TikTok】林社長①→AI学ぶな_kf6I9X8i.mp4","スマプラ","251216/清水絢吾/スマプラ/著名人コピー違い/LP1-CR00718","AI","",3181,15,4281.00,1,0,0,1345.80,0.4715,0.0000,0,0
"1851739256149329","箕輪 さん切り抜きTiktTok⑥【AI訴求】これ間違いです_kq6heKXc.mp4","1211＿複製","【複製_1217】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00170","AI","",9165,32,4253.00,0,0,0,464.05,0.3492,0.0000,0,0
"1849903550031969","251007_坂井柾駿_説明しよう人徳ありMetaBUVer_JW0L2GSu.mp4","広告セット 20250902064213","251024/セン/SNSまとめ(勝)/LP2-CR00033","SNS","",2945,14,4186.00,1,0,0,1421.39,0.4754,0.0000,0,0
"1851379697333282","AI-generated Video c0efa7c9","155","251213/清水絢吾/二極化 セミナー/冒頭1/LP2-CR00152-157","Unknown","",3054,35,4174.00,1,0,0,1366.73,1.1460,0.0000,0,0
"1851651918217633","TT冒頭①ドラマ風_学校で問題ないです(AI)-_YRO253L4.mp4","スマプラ","251216/清水絢吾/スマプラ/二極化・シーン・後悔/LP2-CR00169","AI","",19910,138,4148.00,1,0,0,208.34,0.6931,0.0000,0,0
"1851649168288785","＃納品_はいそこまで_煽り_TT_4tdj7pzw.mp4","スマプラ","251216/清水絢吾/スマプラ/SNSガチャ/LP2-CR00045","SNS","",11107,39,4085.00,2,0,0,367.79,0.3511,0.0000,0,0
"1851648698023121","問題ないですwith林社長_リール投稿/ループ1秒","スマプラ","251216/清水絢吾/スマプラ/SNSガチャ/LP1-CR00594","SNS","",3319,15,4050.00,0,0,0,1220.25,0.4519,0.0000,0,0
"1851218337578161","【TikTok6】林社長→箕輪さん→ホリエモンさん→AI学ぶな_7ZPyfBjT.mp4","広告セット 20251108104919","251211 AI スマ AIまとめ(著名人)  LP1-CR00696","AI","",8488,36,4017.00,0,0,0,473.26,0.4241,0.0000,0,0
"1849871090650145","箕輪 さん切り抜きTiktTok①【AI訴求】これ間違いです_mFCHWtyj.mp4","広告セット ","【複製_1211】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00048 141","AI","",5274,12,3988.00,1,0,0,756.16,0.2275,0.0000,0,0
"1851375686675601","台本３-tiktok_EftG60b2.mp4-Music_Refresh-0-1_1762923674","157","251213/清水絢吾/二極化 セミナー/冒頭1/LP2-CR00152-157","Unknown","",1936,7,3973.00,2,0,0,2052.17,0.3616,0.0000,0,0
"1851650547933234","【TikTok】林社長④→AI学ぶな_DbHu7YnF.mp4","スマプラ","251216/清水絢吾/スマプラ/著名人コピー違い/LP1-CR00718","AI","",7854,25,3970.00,0,0,0,505.47,0.3183,0.0000,0,0
"1849903445001410","アルゴリズム破壊ver2 TT4_H0WMB2sp.mp4","広告セット 20250902064213","251115/セン/SNSまとめ(ガチャ)/LP2-CR00036","SNS","",5159,23,3879.00,0,0,0,751.89,0.4458,0.0000,0,0
"1849871247864865","箕輪 さん切り抜きTiktTok①【AI訴求】これ間違いです_sLgz4Ehv.mp4","広告セット 20251108104919","1個の251108 AI スマ AIまとめ(箕輪＆3兆円_ピクセル1)  LP1-CR00647をコピー","AI","",3965,15,3865.00,0,0,0,974.78,0.3783,0.0000,0,0
"1849871209052402","箕輪 さん切り抜きTiktTok②【AI訴求】これ間違いです_le1hHKD6.mp4","広告セット ","11/16 AI スマ AIまとめ(ガチャ)  LP2-CR00071","AI","",13258,51,3838.00,1,0,0,289.49,0.3847,0.0000,0,0
"1850581383859281","AddNeSS_ちがーう！！_冒頭②×Aパターン_x4TwSAoq.mp4","広告セット 20250902064213","251204/セン/SNSまとめ(ガチャ2)/LP2-CR00044","SNS","",3511,15,3827.00,1,0,0,1090.00,0.4272,0.0000,0,0
"1852046303667282","おい会社員（横展開）_冒頭5_SNS_t3m2osYn.mp4","4個の251221　ノンタゲをコピー","251221/AI/正直に答えてね/LP1-CR00727～CR00733","AI","",3241,23,3782.00,1,0,0,1166.92,0.7097,0.0000,0,0
"1849872821678242","【AI】年商30億社長の1日6_KyqM8GNo.mp4","5個の広告セット をコピー","251119 AI スマ 年商30億企業の社長  LP2-CR00076-83","AI","",3333,35,3768.00,0,0,0,1130.51,1.0501,0.0000,0,0
"1851739256152113","TT冒頭1ver_1_RWQBy0mp.mp4","1211＿複製","【複製_1217】251107 AI スマ AIまとめ(箕輪＆3兆円)  LP2-CR00170","AI","",4116,24,3701.00,0,0,0,899.17,0.5831,0.0000,0,0
"1850740074860657","TikTok冒頭②これ間違いです_FGcKMCwy.mp4","251206 複製","251108 AI スマ AIまとめ(ホリエモン関連_ピクセル1)  LP1-CR00646","AI","",3133,8,3671.00,0,0,0,1171.72,0.2553,0.0000,0,0
"1849903550032993","アルゴリズム破壊ver2 TT3_odRGNqV1.mp4","広告セット 20250902064213","251024/セン/SNSまとめ(勝)/LP2-CR00033","SNS","",4512,17,3630.00,1,0,0,804.52,0.3768,0.0000,0,0
"1851544590396690","セミナー編 TT BGM_yndTteUC.mp4","LP2-CR00161","251215/清水絢吾/ドキッとすることをいうやつ/LP2-CR00160 161","Unknown","",2481,11,3587.00,1,0,0,1445.79,0.4434,0.0000,0,0
"1850581383858369","アルゴリズム破壊ver2 TT2_xTCYAzJV.mp4","広告セット 20250902064213","251204/セン/SNSまとめ(ガチャ2)/LP2-CR00044","SNS","",4932,19,3524.00,0,0,0,714.52,0.3852,0.0000,0,0
"1851383523612882","【TikTok】ホリエモン②AI学ぶな_mK2sdEg0.mp4","711","251213/清水絢吾/著名人/LP1-CR00708-715","AI","",55311,227,3471.00,1,0,0,62.75,0.4104,0.0000,0,0
"1850808068346081","箕輪 さん切り抜きTiktTok⑥【AI訴求】これ間違いです_e3jn9xL6.mp4","251207 ノンタゲ","251207/AI/著名人まとめCR/LP1-CR00687","AI","",2188,1,3448.00,0,0,0,1575.87,0.0457,0.0000,0,0
"1852286571205937","納品_インタビュー後悔書くTT_1.mp4","251224　ノンタゲ","251224/AI/インタビュー→1年後悔/LP1-CR00735","AI","",6798,41,3397.00,0,0,0,499.71,0.6031,0.0000,0,0
